season,event_key,match_number,is_playoff,red_team_1,red_team_2,blue_team_1,blue_team_2,red_score,blue_score,winner,red_opr_sum,blue_opr_sum,opr_favorite,opr_upset,red_elo_avg,blue_elo_avg,elo_favorite,elo_upset
1819,1819-TX-E02,1,False,23420,9894,15039,2797,228,129,red,229.7,153.0,red,False,1537.0,1486.0,red,False
1819,1819-TX-E02,2,False,8583,18702,17229,3632,159,195,blue,151.2,207.6,blue,False,1489.0,1497.0,blue,False
1819,1819-TX-E02,3,False,21411,1894,18702,18050,189,191,blue,199.6,200.4,blue,False,1469.0,1488.0,blue,False
1819,1819-TX-E02,4,False,22602,13871,21605,23420,241,236,red,244.9,231.4,red,False,1573.0,1497.0,red,False
1819,1819-TX-E02,5,False,12598,3632,17229,3272,262,180,red,274.9,154.8,red,False,1552.0,1454.0,red,False
1819,1819-TX-E02,6,False,19001,2797,12598,23420,200,240,blue,176.8,247.5,blue,False,1492.0,1552.0,blue,False
1819,1819-TX-E02,7,False,6995,7890,15039,23420,124,226,blue,124.0,205.3,blue,False,1477.0,1513.0,blue,False
1819,1819-TX-E02,8,False,8583,12598,1894,9894,174,199,blue,166.7,194.3,blue,False,1516.0,1502.0,red,True
1819,1819-TX-E02,9,False,3272,18050,15039,3632,211,228,blue,198.2,232.7,blue,False,1460.0,1513.0,blue,False
1819,1819-TX-E02,10,False,7317,18702,15039,21605,195,188,red,135.5,181.3,blue,True,1430.0,1470.0,blue,True
1819,1819-TX-E02,11,False,8583,1392,7317,18050,163,153,red,165.3,127.1,red,False,1511.0,1408.0,red,False
1819,1819-TX-E02,12,False,22602,1392,1894,17229,254,152,red,236.6,144.7,red,False,1542.0,1462.0,red,False
1819,1819-TX-E02,13,False,18702,3272,1392,22602,193,213,blue,206.6,236.6,blue,False,1482.0,1542.0,blue,False
1819,1819-TX-E02,14,False,19001,12598,1392,7890,215,205,red,221.2,183.4,red,False,1532.0,1512.0,red,False
1819,1819-TX-E02,15,False,18050,13871,3272,22602,223,213,red,222.7,220.4,red,False,1541.0,1492.0,red,False
1819,1819-TX-E02,16,False,3632,15039,22602,7317,240,210,red,232.7,149.3,red,False,1513.0,1440.0,red,False
1819,1819-TX-E02,17,False,21605,7317,23420,1894,180,217,blue,134.8,219.9,blue,False,1402.0,1505.0,blue,False
1819,1819-TX-E02,18,False,21411,9894,15039,17229,213,104,red,209.5,130.1,red,False,1501.0,1470.0,red,False
1819,1819-TX-E02,19,False,3632,21605,13871,12598,246,266,blue,258.8,246.6,red,True,1497.0,1590.0,blue,False
1819,1819-TX-E02,20,False,17229,3632,18050,21411,256,217,red,207.6,203.4,red,False,1497.0,1467.0,red,False
1819,1819-TX-E02,21,False,1894,7317,3272,13871,148,212,blue,123.4,229.0,blue,False,1411.0,1536.0,blue,False
1819,1819-TX-E02,22,False,9894,21411,19001,13871,203,231,blue,209.5,228.1,blue,False,1501.0,1558.0,blue,False
1819,1819-TX-E02,23,False,19001,17229,2797,7890,134,141,blue,153.9,140.3,red,True,1476.0,1478.0,blue,False
1819,1819-TX-E02,24,False,8583,3632,18702,13871,189,230,blue,201.9,231.1,blue,False,1504.0,1563.0,blue,False
1819,1819-TX-E02,25,False,21605,13871,17229,7890,230,95,red,230.5,117.4,red,False,1535.0,1462.0,red,False
1819,1819-TX-E02,26,False,1894,15039,23420,1392,190,233,blue,169.9,246.1,blue,False,1478.0,1547.0,blue,False
1819,1819-TX-E02,1,True,3632,18702,22602,12598,266,221,red,259.4,238.0,red,False,1525.0,1547.0,blue,True
1819,1819-TX-E02,2,True,3632,18702,22602,12598,230,235,blue,259.4,238.0,red,True,1525.0,1547.0,blue,False
1819,1819-TX-E02,3,True,3632,18702,22602,12598,255,266,blue,259.4,238.0,red,True,1525.0,1547.0,blue,False
1819,1819-TX-E02,1,True,23420,18050,1392,13871,244,247,blue,223.7,245.2,blue,False,1502.0,1585.0,blue,False
1819,1819-TX-E02,2,True,23420,18050,1392,13871,244,251,blue,223.7,245.2,blue,False,1502.0,1585.0,blue,False
1819,1819-TX-E02,3,True,23420,18050,1392,13871,271,238,red,223.7,245.2,blue,True,1502.0,1585.0,blue,True
1819,1819-TX-E02,1,True,3632,18702,23420,18050,246,241,red,259.4,223.7,red,False,1525.0,1502.0,red,False
1819,1819-TX-E02,2,True,3632,18702,23420,18050,267,243,red,259.4,223.7,red,False,1525.0,1502.0,red,False
1819,1819-TX-E02,3,True,3632,18702,23420,18050,270,272,blue,259.4,223.7,red,True,1525.0,1502.0,red,True
1920,1920-GA-EMN3,1,False,16500,7373,17079,16946,66,45,red,56.0,30.6,red,False,1544.0,1469.0,red,False
1920,1920-GA-EMN3,1,False,16946,12961,4100,17079,20,54,blue,74.4,41.3,red,True,1470.0,1522.0,blue,False
1920,1920-GA-EMN3,1,False,16500,10068,16757,7373,53,37,red,36.1,35.8,red,False,1499.0,1516.0,blue,True
1920,1920-GA-EMN3,1,False,17079,10068,14110,11364,10,52,blue,33.3,43.3,blue,False,1508.0,1532.0,blue,False
1920,1920-GA-EMN3,1,False,12961,7373,16946,11383,52,31,red,97.1,28.6,red,False,1553.0,1447.0,red,False
1920,1920-GA-EMN3,1,False,7153,14110,16500,16757,33,31,red,26.1,29.5,blue,True,1529.0,1500.0,red,False
1920,1920-GA-EMN3,1,False,10068,16946,11750,17079,24,33,blue,19.6,25.7,blue,False,1433.0,1491.0,blue,False
1920,1920-GA-EMN3,1,False,11364,16946,7373,7153,20,21,blue,34.5,40.0,blue,False,1464.0,1545.0,blue,False
1920,1920-GA-EMN3,1,False,14110,11750,16757,12961,7,10,blue,20.8,70.6,blue,False,1483.0,1509.0,blue,False
1920,1920-GA-EMN3,1,False,4100,16500,10068,11383,24,22,red,44.1,31.3,red,False,1513.0,1486.0,red,False
1920,1920-GA-EMN3,1,False,17079,12961,7153,16757,20,14,red,88.1,13.5,red,False,1545.0,1501.0,red,False
1920,1920-GA-EMN3,1,False,4100,14110,11750,11364,38,19,red,36.4,29.6,red,False,1514.0,1485.0,red,False
1920,1920-GA-EMN3,1,False,11383,7153,10068,14110,38,21,red,29.0,28.4,red,False,1515.0,1500.0,red,False
1920,1920-GA-EMN3,1,False,11383,11750,11364,17079,28,55,blue,23.7,48.2,blue,False,1468.0,1540.0,blue,False
1920,1920-GA-EMN3,1,False,14110,16757,16946,4100,26,22,red,21.9,27.6,blue,True,1500.0,1447.0,red,False
1920,1920-GA-EMN3,1,False,11364,10068,12961,16500,56,46,red,37.2,90.8,blue,True,1503.0,1536.0,blue,True
1920,1920-GA-EMN3,1,False,7373,11383,7153,11750,54,30,red,51.2,12.5,red,False,1530.0,1483.0,red,False
1920,1920-GA-EMN3,1,False,11750,4100,7153,16500,18,19,blue,22.8,33.8,blue,False,1468.0,1528.0,blue,False
1920,1920-GA-EMN3,1,False,16757,16946,11383,11364,15,37,blue,13.1,46.2,blue,False,1433.0,1517.0,blue,False
1920,1920-GA-EMN3,1,False,7373,17079,12961,4100,52,50,red,53.2,85.1,blue,True,1553.0,1523.0,red,False
1920,1920-GA-MB&GLM4,1,False,14285,15290,16282,16344,9,13,blue,27.7,9.0,red,True,1500.0,1483.0,red,True
1920,1920-GA-MB&GLM4,1,False,16600,16345,12694,12212,0,14,blue,8.6,27.8,blue,False,1454.0,1548.0,blue,False
1920,1920-GA-MB&GLM4,1,False,14821,14101,12212,15156,21,33,blue,24.0,44.7,blue,False,1468.0,1548.0,blue,False
1920,1920-GA-MB&GLM4,1,False,14470,14471,16600,14966,27,0,red,23.0,30.9,blue,True,1513.0,1454.0,red,False
1920,1920-GA-MB&GLM4,1,False,14468,14116,16767,16282,39,14,red,31.2,22.6,red,False,1532.0,1485.0,red,False
1920,1920-GA-MB&GLM4,1,False,12687,16344,16345,16838,18,8,red,25.9,19.5,red,False,1513.0,1469.0,red,False
1920,1920-GA-MB&GLM4,1,False,16632,14943,12694,16631,23,41,blue,26.6,37.2,blue,False,1470.0,1532.0,blue,False
1920,1920-GA-MB&GLM4,1,False,14285,14100,12689,22,52,36,red,43.4,22.5,red,False,1530.0,1470.0,red,False
1920,1920-GA-MB&GLM4,1,False,16767,16838,15290,16600,50,7,red,22.9,11.5,red,False,1469.0,1470.0,blue,True
1920,1920-GA-MB&GLM4,1,False,12212,16344,14116,12689,11,18,blue,6.7,35.6,blue,False,1515.0,1517.0,blue,False
1920,1920-GA-MB&GLM4,1,False,112,12694,15156,14471,38,74,blue,38.0,55.9,blue,False,1515.0,1546.0,blue,False
1920,1920-GA-MB&GLM4,1,False,14943,22,14101,16633,33,43,blue,32.0,33.5,blue,False,1455.0,1514.0,blue,False
1920,1920-GA-MB&GLM4,1,False,16346,14285,16631,16345,47,26,red,27.4,26.3,red,False,1483.0,1501.0,blue,True
1920,1920-GA-MB&GLM4,1,False,14470,14468,14100,12687,22,61,blue,25.0,54.7,blue,False,1499.0,1561.0,blue,False
1920,1920-GA-MB&GLM4,1,False,22,12694,14821,16838,23,13,red,27.9,11.2,red,False,1500.0,1454.0,red,False
1920,1920-GA-MB&GLM4,1,False,12689,16600,112,12687,28,48,blue,14.1,34.2,blue,False,1455.0,1514.0,blue,False
1920,1920-GA-MB&GLM4,1,False,16767,16633,14966,12212,23,27,blue,33.5,39.2,blue,False,1515.0,1516.0,blue,False
1920,1920-GA-MB&GLM4,1,False,14101,14116,14470,14285,37,15,red,33.5,19.7,red,False,1515.0,1482.0,red,False
1920,1920-GA-MB&GLM4,1,False,14966,12687,12694,14116,35,56,blue,58.4,41.0,red,True,1514.0,1547.0,blue,False
1920,1920-GA-MB&GLM4,1,False,16345,15290,16632,14470,55,7,red,31.9,6.5,red,False,1501.0,1482.0,red,False
1920,1920-GA-MB&GLM4,1,False,14100,14966,14101,112,40,21,red,69.9,30.5,red,False,1530.0,1483.0,red,False
1920,1920-GA-MB&GLM4,1,False,15156,14470,14943,16767,55,42,red,51.7,47.4,red,False,1515.0,1471.0,red,False
1920,1920-GA-MB&GLM4,1,False,16633,16631,14116,14821,33,13,red,27.4,21.8,red,False,1532.0,1501.0,red,False
1920,1920-GA-MB&GLM4,1,False,12687,14471,22,16346,21,9,red,35.2,19.6,red,False,1544.0,1468.0,red,False
1920,1920-GA-MB&GLM4,1,False,16838,12689,14468,16632,15,23,blue,25.0,12.7,red,True,1470.0,1499.0,blue,False
1920,1920-GA-MB&GLM4,1,False,16346,112,15290,16633,28,36,blue,29.8,33.0,blue,False,1484.0,1531.0,blue,False
1920,1920-GA-MB&GLM4,1,False,14821,16282,14966,16632,16,4,red,10.8,34.0,blue,True,1469.0,1483.0,blue,True
1920,1920-GA-MB&GLM4,1,False,15156,16632,16344,16346,37,20,red,39.4,21.5,red,False,1515.0,1483.0,red,False
1920,1920-GA-MB&GLM4,1,False,14100,16345,16282,14943,45,34,red,47.6,34.1,red,False,1531.0,1471.0,red,False
1920,1920-GA-MB&GLM4,1,False,16631,14468,14471,15290,18,28,blue,27.4,31.0,blue,False,1517.0,1530.0,blue,False
1920,1920-GA-MB&GLM4,1,False,16344,22,112,16767,8,28,blue,6.9,30.5,blue,False,1467.0,1484.0,blue,False
1920,1920-GA-MB&GLM4,1,False,16838,15156,16633,14100,40,41,blue,47.3,48.7,blue,False,1501.0,1562.0,blue,False
1920,1920-GA-MB&GLM4,1,False,16600,14821,16346,14468,5,27,blue,0.2,32.7,blue,False,1439.0,1500.0,blue,False
1920,1920-GA-MB&GLM4,1,False,14943,12212,14471,14285,40,19,red,31.9,23.9,red,False,1503.0,1513.0,blue,True
1920,1920-GA-MB&GLM4,1,False,16282,14101,16631,12689,22,32,blue,22.5,31.8,blue,False,1484.0,1502.0,blue,False
1920,1920-TX-E01,2,False,15650,16522,9112,20149,200,243,blue,126.4,218.4,blue,False,1467.0,1568.0,blue,False
1920,1920-TX-E01,3,False,15650,16522,18215,4132,197,145,red,126.4,151.3,blue,True,1467.0,1468.0,blue,True
1920,1920-TX-E01,4,False,4132,7986,18215,16577,246,155,red,201.7,162.3,red,False,1499.0,1473.0,red,False
1920,1920-TX-E01,5,False,16577,15807,9112,9138,129,168,blue,136.5,173.4,blue,False,1460.0,1582.0,blue,False
1920,1920-TX-E01,6,False,2835,7986,12045,16522,172,130,red,166.5,101.3,red,False,1491.0,1505.0,blue,True
1920,1920-TX-E01,7,False,4132,15807,16522,23922,105,141,blue,125.5,140.8,blue,False,1455.0,1501.0,blue,False
1920,1920-TX-E01,8,False,2835,7986,9112,16577,171,205,blue,166.5,213.0,blue,False,1491.0,1559.0,blue,False
1920,1920-TX-E01,9,False,4132,9112,9138,7986,208,148,red,202.0,173.1,red,False,1554.0,1528.0,red,False
1920,1920-TX-E01,10,False,16577,9112,15650,15807,186,155,red,213.0,115.7,red,False,1559.0,1451.0,red,False
1920,1920-TX-E01,11,False,4132,15650,2835,9138,178,77,red,143.2,89.2,red,False,1479.0,1502.0,blue,True
1920,1920-TX-E01,12,False,23922,4132,2835,15807,162,111,red,157.6,90.3,red,False,1513.0,1446.0,red,False
1920,1920-TX-E01,13,False,15650,9138,9112,15807,220,205,red,114.6,174.4,blue,True,1508.0,1526.0,blue,True
1920,1920-TX-E01,14,False,16522,16577,7986,15650,176,244,blue,147.2,191.9,blue,False,1476.0,1496.0,blue,False
1920,1920-TX-E01,15,False,9112,23922,20149,16522,202,128,red,206.6,152.6,red,False,1584.0,1485.0,red,False
1920,1920-TX-E01,16,False,18215,16522,16577,9112,148,234,blue,134.4,213.0,blue,False,1456.0,1559.0,blue,False
1920,1920-TX-E01,1,True,15650,4132,12045,20149,197,212,blue,143.2,134.6,red,True,1479.0,1532.0,blue,False
1920,1920-TX-E01,2,True,15650,4132,12045,20149,214,188,red,143.2,134.6,red,False,1479.0,1532.0,blue,True
1920,1920-TX-E01,3,True,15650,4132,12045,20149,189,199,blue,143.2,134.6,red,True,1479.0,1532.0,blue,False
1920,1920-TX-E01,1,True,7986,23922,9112,9138,188,194,blue,206.4,173.4,red,True,1530.0,1582.0,blue,False
1920,1920-TX-E01,2,True,7986,23922,9112,9138,174,242,blue,206.4,173.4,red,True,1530.0,1582.0,blue,False
1920,1920-TX-E01,3,True,7986,23922,9112,9138,212,212,blue,206.4,173.4,red,True,1530.0,1582.0,blue,False
1920,1920-TX-E01,1,True,15650,4132,7986,23922,199,211,blue,143.2,206.4,blue,False,1479.0,1530.0,blue,False
1920,1920-TX-E01,2,True,15650,4132,7986,23922,191,213,blue,143.2,206.4,blue,False,1479.0,1530.0,blue,False
1920,1920-TX-E01,3,True,15650,4132,7986,23922,188,230,blue,143.2,206.4,blue,False,1479.0,1530.0,blue,False
1920,1920-TX-E04,1,False,22373,12704,3589,6354,210,256,blue,207.5,232.7,blue,False,1521.0,1525.0,blue,False
1920,1920-TX-E04,2,False,22373,12704,5857,6354,205,220,blue,207.5,236.7,blue,False,1521.0,1533.0,blue,False
1920,1920-TX-E04,3,False,12704,13340,24493,12291,274,138,red,253.1,165.4,red,False,1545.0,1487.0,red,False
1920,1920-TX-E04,4,False,19560,3589,5857,19238,205,206,blue,151.7,201.0,blue,False,1455.0,1539.0,blue,False
1920,1920-TX-E04,5,False,12291,5857,6354,24493,270,119,red,260.5,141.5,red,False,1528.0,1492.0,red,False
1920,1920-TX-E04,6,False,3589,12704,3130,24493,265,93,red,263.7,90.2,red,False,1531.0,1424.0,red,False
1920,1920-TX-E04,7,False,12291,3130,13137,24493,193,170,red,207.8,142.3,red,False,1491.0,1437.0,red,False
1920,1920-TX-E04,8,False,12291,3130,13137,12704,252,255,blue,207.8,266.9,blue,False,1491.0,1514.0,blue,False
1920,1920-TX-E04,9,False,19238,12704,13340,3130,273,164,red,230.5,170.8,red,False,1574.0,1472.0,red,False
1920,1920-TX-E04,10,False,13340,12704,3589,3130,230,143,red,253.1,181.4,red,False,1545.0,1458.0,red,False
1920,1920-TX-E04,11,False,12704,3589,5857,3130,265,192,red,263.7,185.3,red,False,1531.0,1465.0,red,False
1920,1920-TX-E04,12,False,12291,5857,19560,3130,256,153,red,260.5,102.9,red,False,1528.0,1425.0,red,False
